age,sleep_cycle,exercise_habits,climate_zone,historical_cuisine_exposure,preferred_taste
45,Night Owl,Moderate,Cold,Mediterranean,Sour
49,Irregular,Moderate,Dry,,Sour
44,Night Owl,Light,Cold,Mediterranean,Sweet
37,Early Bird,Light,Tropical,Mediterranean,Sweet
41,Night Owl,Light,Temperate,Mixed,Sweet
29,Early Bird,Moderate,Cold,Mixed,Sour
67,Early Bird,Heavy,Dry,Mediterranean,Salty
52,Night Owl,,Cold,,Sweet
50,Early Bird,Light,Cold,Mediterranean,Sour
50,Irregular,Light,Cold,Mixed,Sour
68,Early Bird,Heavy,Cold,Asian,Sour
60,Night Owl,Moderate,Cold,Mediterranean,Sour
54,Irregular,Moderate,Cold,Mixed,Salty
29,Irregular,Moderate,Dry,Asian,Sweet
20,Early Bird,Light,Cold,Mixed,Sweet
18,Night Owl,Moderate,Cold,Asian,Sweet
50,Early Bird,Light,Cold,Mixed,Sour
57,Early Bird,Heavy,Temperate,Asian,Sour
27,Night Owl,Heavy,Tropical,Mediterranean,Sweet
60,Night Owl,Moderate,Tropical,Mixed,Sweet
61,Early Bird,Light,,Asian,Sweet
46,Irregular,,Dry,Asian,Sweet
30,Early Bird,Moderate,Dry,Asian,Sweet
29,Irregular,Heavy,Dry,Mediterranean,Sour
,Early Bird,Heavy,Cold,Mixed,Salty
63,Night Owl,Heavy,Tropical,Asian,Sweet
19,Irregular,Heavy,Cold,Mediterranean,Sour
68,Night Owl,Heavy,Temperate,,Sour
67,Night Owl,Moderate,Tropical,Mediterranean,Sweet
52,Night Owl,,Temperate,Mediterranean,Sour
,Night Owl,Moderate,Temperate,Mediterranean,Sour
34,Night Owl,Heavy,Cold,Mediterranean,Sour
43,Early Bird,Heavy,Tropical,Mediterranean,Sour
25,Irregular,Moderate,Temperate,Mixed,Sour
46,Early Bird,Moderate,Tropical,Mixed,Sour
43,Early Bird,Heavy,,Mediterranean,Salty
,Early Bird,Light,Temperate,Asian,Sweet
43,Night Owl,Moderate,Cold,Asian,Sweet
51,Early Bird,Heavy,Tropical,Asian,Sweet
68,Irregular,Heavy,Cold,Mediterranean,Salty
58,Early Bird,Moderate,Cold,Asian,Sour
24,Night Owl,Light,Cold,Mixed,Sweet
21,Irregular,,Cold,Mixed,Sour
67,Irregular,,Cold,Mixed,Salty
62,Irregular,Heavy,Temperate,Mixed,Salty
28,Irregular,Heavy,Tropical,Mediterranean,Sweet
46,Early Bird,,Tropical,Mixed,Sour
53,Night Owl,Heavy,Cold,Asian,Sweet
42,Irregular,Light,Tropical,Asian,Sweet
38,Irregular,Moderate,Temperate,Mixed,Salty
53,Night Owl,Moderate,Cold,Mixed,Sour
27,Early Bird,Moderate,Dry,Mixed,Sour
54,Irregular,Moderate,Dry,Asian,Sour
26,Early Bird,Moderate,Temperate,Asian,Sweet
41,Early Bird,Light,Temperate,Mixed,Sour
52,Early Bird,Heavy,Dry,Asian,Sour
66,Early Bird,Heavy,Cold,Asian,Sour
52,Irregular,Moderate,Temperate,Mediterranean,Salty
65,Irregular,Heavy,Dry,Mixed,Salty
53,Early Bird,Heavy,Cold,Mixed,Salty
,Early Bird,Heavy,Temperate,Mediterranean,Salty
66,Night Owl,Moderate,Tropical,Mediterranean,Sweet
56,Night Owl,Moderate,Tropical,Asian,Sweet
49,Night Owl,Light,Tropical,Mediterranean,Sweet
41,Irregular,Moderate,Cold,Mixed,Salty
40,Night Owl,Light,Temperate,Mixed,Sweet
49,,,Dry,Mixed,Salty
54,Irregular,Heavy,Temperate,Asian,Sour
29,Irregular,Light,Tropical,Asian,Spicy
66,Irregular,Light,Tropical,Mixed,Sweet
30,Night Owl,Light,Cold,Mixed,Sweet
40,Early Bird,Moderate,Dry,Asian,Sour
42,Early Bird,Light,Cold,Asian,Sweet
52,Early Bird,Moderate,Dry,Mediterranean,Salty
58,Night Owl,Light,Temperate,Asian,Sweet
47,Early Bird,,Cold,Asian,Sour
34,,Light,,Mixed,Sweet
66,Night Owl,Heavy,Cold,Mixed,Sour
37,,Heavy,Tropical,Mixed,Sweet
65,Early Bird,,Tropical,Mediterranean,Sweet
42,Early Bird,Moderate,Dry,Asian,Sour
39,Early Bird,,Temperate,Mediterranean,Salty
30,Irregular,Moderate,Cold,,Sweet
36,Night Owl,Heavy,Tropical,Asian,Sweet
66,Irregular,Heavy,Cold,Mixed,Salty
53,Night Owl,Heavy,,Asian,Sweet
29,Early Bird,Moderate,Dry,Mediterranean,Sour
58,Night Owl,,Temperate,Mixed,Sour
36,Night Owl,Moderate,Dry,Mediterranean,Sour
29,Irregular,,Cold,Mediterranean,Sweet
26,Night Owl,Light,Temperate,Mixed,Sweet
24,Early Bird,Light,Temperate,Asian,Sweet
,Night Owl,Heavy,Tropical,Mediterranean,Sweet
31,Night Owl,Heavy,Cold,Asian,Sweet
48,Night Owl,Moderate,Dry,Mixed,Sour
69,Irregular,Light,Tropical,Asian,Sweet
36,Night Owl,,Cold,Asian,Sweet
64,Night Owl,,Cold,Mixed,Sweet
33,Irregular,Light,Temperate,Asian,Sweet
22,Irregular,Moderate,Temperate,Mediterranean,Sour
52,Irregular,,Cold,Mediterranean,Salty
29,Irregular,Light,Tropical,Mediterranean,Sweet
,Early Bird,Light,Temperate,,Sweet
69,Early Bird,Heavy,Temperate,Mediterranean,Salty
38,Night Owl,Moderate,Cold,Asian,Sweet
53,Early Bird,Moderate,Cold,Asian,Sour
40,Night Owl,Moderate,Temperate,Asian,Sweet
33,Early Bird,Moderate,Tropical,Asian,Sweet
56,Irregular,Light,Temperate,,Sour
62,Irregular,Heavy,Cold,Mediterranean,Salty
59,Early Bird,Moderate,Temperate,Mediterranean,Salty
56,,Light,Cold,Asian,Sweet
31,Night Owl,Light,Temperate,Mixed,Sweet
48,Night Owl,Light,Cold,Asian,Sweet
22,Night Owl,Light,Cold,,Sweet
52,Irregular,Light,Tropical,Mediterranean,Sweet
40,Irregular,Moderate,Cold,Mixed,Salty
46,,Moderate,Temperate,Asian,Sour
60,Irregular,Heavy,Cold,Mixed,Salty
28,Night Owl,Moderate,Dry,Asian,Sweet
35,Irregular,Light,Temperate,Mixed,Sour
64,Irregular,Heavy,Tropical,Mediterranean,Sour
29,Irregular,Light,Temperate,Mixed,Sweet
26,Irregular,Light,Tropical,Mediterranean,Sweet
27,Early Bird,Moderate,Dry,Mediterranean,Sour
61,Night Owl,Light,Tropical,Asian,Spicy
34,Night Owl,Moderate,Cold,Mixed,Sour
,Irregular,Light,Dry,Mixed,Sour
,Early Bird,Heavy,Dry,Mixed,Sour
63,Night Owl,Light,Tropical,Mixed,Sweet
30,Night Owl,Moderate,Temperate,Asian,Sweet
57,Irregular,Light,Tropical,Asian,Sweet
59,Irregular,Moderate,Tropical,Asian,Sweet
26,Night Owl,Moderate,Dry,Mediterranean,Sweet
67,Night Owl,Heavy,,Mediterranean,Sour
44,Early Bird,Moderate,Temperate,Mediterranean,Salty
19,Night Owl,Heavy,Tropical,Asian,Spicy
22,Night Owl,Heavy,Cold,Mediterranean,Sweet
46,Irregular,Light,Cold,Mixed,Sour
54,Night Owl,Heavy,Temperate,Mediterranean,Sour
55,Irregular,Moderate,Cold,Asian,Sour
36,Night Owl,Moderate,Tropical,Asian,Sweet
25,Night Owl,,Dry,Asian,Sweet
65,Night Owl,,Cold,Asian,Sweet
62,Early Bird,Heavy,Dry,Mixed,Salty
18,Irregular,Heavy,Temperate,Mediterranean,Sour
39,Early Bird,Moderate,Temperate,Mediterranean,Salty
69,Night Owl,Light,Cold,,Sweet
,Early Bird,Light,Dry,Mediterranean,Sour
24,,Light,Tropical,Mixed,Sweet
42,Night Owl,,Dry,Asian,Sweet
62,,Moderate,Cold,Mediterranean,Salty
21,Early Bird,Light,Dry,Mediterranean,Sweet
53,Irregular,Light,Dry,,Sour
23,Early Bird,Light,Temperate,Mediterranean,Sweet
48,Irregular,Moderate,Cold,Asian,Sour
,Night Owl,Moderate,Dry,Asian,Sweet
61,Night Owl,Light,Cold,Mixed,Sweet
56,Early Bird,Moderate,Tropical,Asian,Sweet
,Night Owl,Heavy,Cold,Mediterranean,Sour
27,Night Owl,Light,Tropical,Mediterranean,Spicy
43,Early Bird,Moderate,Cold,Mediterranean,Salty
36,Night Owl,Light,Cold,Mixed,Sweet
56,Early Bird,Light,Dry,Asian,Sweet
20,Irregular,Moderate,Dry,Asian,Sweet
,Irregular,Heavy,Tropical,Asian,Sweet
30,Irregular,Light,Tropical,Mediterranean,Sweet
67,Early Bird,Heavy,Temperate,Mediterranean,Salty
45,Early Bird,Moderate,Dry,Mediterranean,Salty
37,Night Owl,Light,,Mixed,Sweet
,Night Owl,Moderate,Dry,Mixed,Sour
25,Night Owl,Moderate,Cold,Mediterranean,Sweet
58,Night Owl,Moderate,Temperate,Mixed,Sour
56,Night Owl,,Dry,Mixed,Sour
18,Early Bird,Light,Dry,Mixed,Sweet
,Early Bird,Heavy,Dry,Asian,Sweet
30,Irregular,,Dry,Mixed,Sour
,Irregular,Light,Tropical,Mediterranean,Sweet
66,Irregular,Light,Tropical,Asian,Sweet
42,Irregular,Heavy,Temperate,Mixed,Salty
50,Early Bird,Heavy,Cold,Mediterranean,Salty
55,Early Bird,Light,Cold,Mixed,Sour
23,Early Bird,Moderate,Temperate,Mediterranean,Sour
61,Night Owl,Light,Cold,Mediterranean,Sweet
62,Night Owl,Heavy,Tropical,Mixed,Sweet
49,Irregular,Moderate,,Mixed,Salty
62,Night Owl,Heavy,Cold,Asian,Sweet
64,Early Bird,Moderate,Dry,Mixed,Salty
38,Irregular,Heavy,Dry,Mediterranean,Salty
33,,Moderate,Tropical,Asian,Sweet
38,Night Owl,Light,Dry,Mediterranean,Sweet
28,Irregular,Light,Cold,Mediterranean,Sweet
54,Night Owl,Moderate,Tropical,Mixed,Sweet
53,Night Owl,Moderate,Temperate,Mediterranean,Sour
52,Irregular,Light,Tropical,Mixed,Sweet
36,Night Owl,Light,Cold,Mediterranean,Sweet
37,Night Owl,Moderate,Tropical,Asian,Sweet
35,Night Owl,Moderate,Cold,Mixed,Sour
64,Night Owl,Light,Cold,Asian,Sweet
58,Irregular,Heavy,Tropical,Mixed,Sour
66,Early Bird,Light,Cold,Asian,Sweet
,,Moderate,Temperate,,Salty
32,,Moderate,Cold,Asian,Sweet
48,Night Owl,Heavy,Temperate,Asian,Sweet
18,Night Owl,,Temperate,Mixed,Sweet
,Early Bird,Moderate,Cold,Mixed,Sour
33,Night Owl,Light,Dry,Mediterranean,Sweet
40,Irregular,Moderate,Temperate,Mediterranean,Salty
28,Irregular,Heavy,Temperate,Mixed,Sour
29,Irregular,Light,Tropical,Mixed,Sweet
27,Early Bird,Light,Temperate,Asian,Sweet
49,Night Owl,Heavy,Temperate,Asian,Sweet
,Night Owl,Moderate,Temperate,Mediterranean,Sour
25,Night Owl,Moderate,Temperate,Mediterranean,Sweet
55,Early Bird,Light,Dry,Mediterranean,Sour
29,Early Bird,Heavy,,Asian,Sweet
41,Early Bird,Light,Cold,Asian,Sweet
45,Early Bird,Light,Dry,Asian,Sweet
25,Irregular,Moderate,Temperate,Mediterranean,Sour
45,Early Bird,Moderate,Cold,Mixed,Salty
53,Early Bird,Moderate,Cold,Mediterranean,Salty
,Early Bird,Moderate,Dry,Asian,Sour
25,Night Owl,Moderate,Dry,Mediterranean,Sweet
67,Night Owl,Heavy,Cold,Mediterranean,Sour
45,Night Owl,Light,Dry,Mediterranean,Sweet
45,Irregular,Heavy,Dry,Mediterranean,Salty
54,Irregular,Light,Tropical,Asian,Sweet
58,Early Bird,Moderate,Dry,Mediterranean,Salty
,Night Owl,Heavy,Tropical,Asian,Sweet
44,Irregular,Light,Dry,Mediterranean,Sour
34,Night Owl,Moderate,Dry,Asian,Sweet
26,Irregular,Moderate,Cold,Mixed,Sour
50,Irregular,,Tropical,Asian,Sweet
37,Early Bird,Heavy,Dry,Asian,Sour
30,Early Bird,Heavy,Temperate,Mixed,Sour
45,Irregular,Moderate,Dry,Mixed,Salty
65,Early Bird,Light,Cold,Mixed,Sour
46,Irregular,Light,Cold,Mixed,Sour
30,Irregular,Heavy,Cold,Mixed,Sour
63,Night Owl,Light,Tropical,Mixed,Sweet
52,Early Bird,Moderate,Tropical,Mediterranean,Sour
23,,,Tropical,Mediterranean,Sweet
35,Early Bird,Moderate,Temperate,Mixed,Salty
68,Night Owl,Heavy,Tropical,Asian,Sweet
22,Night Owl,,Cold,Asian,Spicy
64,Night Owl,Moderate,Tropical,Mixed,Sweet
42,Early Bird,Heavy,,Mediterranean,Sour
19,Early Bird,,Dry,Mediterranean,Sour
27,,Heavy,Tropical,Asian,Sweet
47,Night Owl,Heavy,Dry,Mixed,Sour
67,Night Owl,Light,Tropical,Mediterranean,Sweet
62,Irregular,Moderate,Dry,Mixed,Salty
22,Night Owl,Light,Cold,Mixed,Sweet
50,Irregular,,Tropical,Asian,Sweet
18,Early Bird,Heavy,,Mixed,Sour
35,Night Owl,Light,Tropical,Mixed,Sweet
49,Early Bird,Heavy,Temperate,Asian,Sour
64,Early Bird,,Temperate,Mediterranean,Salty
66,Early Bird,Heavy,Cold,Mixed,Salty
28,Early Bird,Light,Cold,Asian,Sweet
,Night Owl,Light,Temperate,Mediterranean,Sweet
43,Early Bird,Moderate,Temperate,Mixed,Salty
42,Irregular,,Dry,Mediterranean,Salty
39,,Light,Tropical,Asian,Spicy
44,Early Bird,Light,Temperate,Mixed,Sour
66,Night Owl,Light,,Asian,Sweet
30,Irregular,,Cold,Asian,Sweet
50,Early Bird,Moderate,Temperate,Mixed,Salty
,Irregular,Light,Cold,,Sweet
58,Early Bird,Moderate,Tropical,Mediterranean,Sour
52,Irregular,Light,Dry,Asian,Sweet
18,Early Bird,Light,Tropical,Mixed,Sweet
38,Night Owl,Heavy,Dry,Mixed,Sour
65,Early Bird,Heavy,Dry,Mediterranean,Salty
,Night Owl,Light,Temperate,Mixed,Sweet
45,Early Bird,Moderate,Cold,Asian,Sour
34,Early Bird,Light,Dry,Asian,Sweet
22,Irregular,Heavy,Temperate,,Sour
48,Irregular,Light,Cold,Mediterranean,Sour
,Irregular,Heavy,Cold,Mediterranean,Sour
55,Early Bird,Light,Dry,Mixed,Sour
20,Early Bird,Light,Cold,Asian,Sweet
40,Early Bird,,Tropical,Mixed,Sour
54,Night Owl,Heavy,Cold,Mixed,Sour
54,Night Owl,Heavy,Tropical,Mediterranean,Sweet
27,Early Bird,Heavy,Cold,Asian,Sweet
27,Irregular,Moderate,Dry,Mediterranean,Sour
36,Irregular,Light,Dry,Mediterranean,Sour
34,Irregular,,,Asian,Sour
38,Early Bird,Light,Tropical,Asian,Sweet
,Irregular,Moderate,Tropical,Asian,Sweet
26,Early Bird,Moderate,Dry,Mixed,Sour
63,Night Owl,,Dry,Asian,Sweet
18,Irregular,Moderate,,Mixed,Sour
,Night Owl,Light,Tropical,Mediterranean,Sweet
62,Irregular,Moderate,,Asian,Sour
30,Early Bird,Moderate,Tropical,Mixed,Sweet
21,Early Bird,Light,Dry,Mixed,Sweet
18,Early Bird,Heavy,,Mixed,Sour
66,Early Bird,Light,Cold,Mixed,Sour
57,Irregular,,Cold,Mediterranean,Sour
49,Night Owl,Light,Dry,Asian,Sweet
51,Early Bird,Moderate,Temperate,Asian,Sour
45,Irregular,Moderate,Dry,Asian,Sour
48,Night Owl,Light,,Asian,Spicy
25,Early Bird,Light,Tropical,Asian,Spicy
,Night Owl,Heavy,Temperate,Asian,Sweet
43,Early Bird,Moderate,Dry,Mixed,Salty
51,Night Owl,Moderate,Dry,Asian,Sweet
20,,Moderate,Cold,Mixed,Sweet
67,Early Bird,Moderate,Temperate,Mediterranean,Salty
29,Irregular,Light,Dry,Mixed,Sweet
18,Night Owl,Light,Tropical,,Spicy
61,Early Bird,Heavy,Dry,Asian,Sour
22,Night Owl,Moderate,Dry,Mediterranean,Sweet
47,Night Owl,Moderate,Tropical,Mediterranean,Sweet
47,Irregular,Light,Tropical,,Sweet
34,Night Owl,Heavy,Dry,Mixed,Sour
65,Night Owl,Light,Tropical,Mediterranean,Sweet
64,Early Bird,Moderate,Cold,Mediterranean,Salty
40,Early Bird,Moderate,Cold,Asian,Sour
32,Irregular,Heavy,Cold,Mixed,Salty
54,Night Owl,Light,Tropical,Mediterranean,Sweet
38,Night Owl,Moderate,Tropical,Mixed,Sweet
31,,Moderate,Tropical,Asian,Sweet
19,Irregular,Heavy,Temperate,,Sweet
,Night Owl,Moderate,Tropical,Mediterranean,Sweet
68,Early Bird,,Cold,Asian,Sour
,Irregular,Light,Cold,Mediterranean,Sour
,Early Bird,Heavy,Cold,Mixed,Salty
51,Early Bird,Heavy,Temperate,Mixed,Salty
55,Irregular,Heavy,Dry,,Salty
67,,Light,Cold,Mediterranean,Sour
51,Night Owl,Heavy,Temperate,Mediterranean,Sour
35,Irregular,Moderate,Dry,Mixed,Salty
47,Early Bird,Heavy,Temperate,Mixed,Salty
,Night Owl,Moderate,Temperate,Asian,Sweet
44,Night Owl,,Dry,,Sweet
,Early Bird,Heavy,Tropical,Mixed,Sour
,Night Owl,Light,Tropical,,Sweet
69,Irregular,Heavy,,Mediterranean,Salty
55,Early Bird,Heavy,Dry,Mixed,Salty
50,Night Owl,Light,Cold,Mixed,Sweet
41,Night Owl,Moderate,Temperate,Asian,Sweet
,Early Bird,Heavy,Tropical,Asian,Sweet
47,Early Bird,Heavy,Cold,Mediterranean,Salty
59,Early Bird,Moderate,Cold,Asian,Sour
,Early Bird,,Tropical,Mediterranean,Sweet
34,Irregular,Heavy,Temperate,Mixed,Salty
22,Early Bird,Light,Cold,Mixed,Sweet
46,Irregular,Moderate,Cold,Mediterranean,Salty
21,,Moderate,Dry,Asian,Sweet
27,Early Bird,Light,Dry,Asian,Sweet
34,Irregular,Moderate,Tropical,Mixed,Sour
27,,Moderate,Tropical,Asian,Sweet
34,Early Bird,Heavy,Temperate,Mediterranean,Salty
37,Night Owl,Light,Temperate,Mixed,Sweet
41,Early Bird,Heavy,Cold,Asian,Sour
,Night Owl,Light,Dry,Mixed,Sweet
51,Irregular,Heavy,Temperate,,Salty
23,Night Owl,,,Asian,Sweet
19,Irregular,Light,Cold,Mediterranean,Sweet
,Early Bird,Light,Tropical,Asian,Spicy
60,Irregular,Light,Dry,,Sweet
60,Irregular,Light,Cold,Asian,Sweet
65,Early Bird,Moderate,Tropical,Asian,Sweet
28,Irregular,Moderate,Cold,Asian,Sweet
68,,Moderate,Dry,Asian,Sour
64,Night Owl,,Cold,Mediterranean,Sour
40,Early Bird,Moderate,Cold,Mixed,Salty
,Early Bird,Heavy,Temperate,Mediterranean,Salty
48,Irregular,Heavy,Temperate,Asian,Sour
28,Night Owl,Moderate,Tropical,Mediterranean,Sweet
33,Early Bird,Moderate,Cold,Mixed,Salty
25,Night Owl,Moderate,Tropical,Mediterranean,Sweet
21,Night Owl,Heavy,Dry,Asian,Sweet
57,Irregular,Light,Tropical,Mixed,Sweet
21,Early Bird,Moderate,Cold,Asian,Sweet
42,Irregular,Heavy,Temperate,,Sour
20,Early Bird,Heavy,Temperate,Mixed,Sour
49,Night Owl,Moderate,Tropical,Mixed,Sweet
20,Early Bird,Heavy,Temperate,Asian,Sweet
,Early Bird,Moderate,Cold,Mediterranean,Salty
46,Night Owl,Heavy,Cold,Mixed,Sour
49,,Light,Dry,Mediterranean,Sweet
67,Early Bird,Heavy,Temperate,Mediterranean,Salty
68,,Moderate,Temperate,Mixed,Salty
36,Early Bird,,Dry,Mediterranean,Sour
38,Night Owl,Moderate,Tropical,Mixed,Sweet
22,Irregular,Heavy,Dry,Mixed,Sour
35,Night Owl,Light,Temperate,Mixed,Sweet
45,,Light,Tropical,,Sweet
59,Irregular,Heavy,Cold,Mediterranean,Salty
39,Night Owl,Light,Cold,,Sweet
38,Night Owl,Light,Dry,Mixed,Sweet
23,Night Owl,Light,Cold,Mixed,Sweet
18,Night Owl,Moderate,Temperate,Mixed,Sweet
22,Night Owl,Moderate,Dry,Mixed,Sweet
58,Night Owl,Light,Temperate,Asian,Sweet
29,Night Owl,Heavy,Temperate,Mediterranean,Sweet
43,Night Owl,Heavy,Tropical,Mediterranean,Sweet
63,Night Owl,Moderate,,,Sweet
51,Early Bird,Heavy,,Asian,Sweet
66,Early Bird,Light,Cold,Asian,Sweet
31,Night Owl,Heavy,Tropical,Asian,Sweet
43,Early Bird,Moderate,,Mixed,Salty
62,Irregular,Moderate,Dry,Asian,Sour
44,Early Bird,Light,Dry,Mixed,Sour
26,Night Owl,Moderate,Temperate,Asian,Sweet
43,Night Owl,Moderate,Cold,Mixed,Sour
64,Early Bird,Moderate,Dry,Mixed,Salty
,Night Owl,Heavy,Temperate,Mediterranean,Sour
64,,Moderate,Temperate,Mixed,Salty
47,Irregular,Heavy,,Asian,Sour
,Night Owl,Moderate,Dry,,Sour
65,Irregular,Moderate,Dry,Asian,Sour
34,Irregular,Heavy,Tropical,,Sour
43,Early Bird,Heavy,Tropical,Mediterranean,Sour
53,Irregular,Light,Temperate,Mixed,Sour
18,Early Bird,Light,Temperate,Mixed,Sweet
25,Night Owl,Heavy,,Asian,Sweet
66,Early Bird,Moderate,Temperate,Asian,Sour
52,Night Owl,Light,Dry,,Sweet
,Night Owl,Heavy,Tropical,Mediterranean,Sweet
32,Night Owl,Heavy,Cold,,Sweet
64,Night Owl,Moderate,Temperate,Mixed,Sour
39,Night Owl,Heavy,Tropical,Mediterranean,Sweet
31,Early Bird,Light,Temperate,Asian,Sweet
43,Night Owl,Moderate,Dry,Asian,Sweet
45,Irregular,Heavy,Cold,Asian,Sour
40,Irregular,Heavy,Tropical,Mixed,Sour
31,Night Owl,Moderate,Tropical,Asian,Sweet
41,Irregular,Moderate,Cold,Mixed,Salty
19,Early Bird,Moderate,Dry,Mediterranean,Sour
62,Early Bird,Light,Cold,Asian,Sweet
43,Night Owl,Light,Tropical,Mixed,Sweet
31,Night Owl,Heavy,Cold,Asian,Sweet
68,,Heavy,Dry,Asian,Sweet
24,Irregular,,Dry,Mediterranean,Sour
20,Irregular,Heavy,Temperate,Mediterranean,Sour
,Early Bird,Heavy,Cold,Mixed,Salty
,Irregular,Moderate,Cold,Mixed,Salty
63,Early Bird,Light,Tropical,Mixed,Sweet
60,Irregular,Light,Dry,Mediterranean,Sour
64,Early Bird,,Cold,Mixed,Sour
62,Night Owl,Heavy,Tropical,Mediterranean,Sweet
35,Irregular,Moderate,Temperate,Mediterranean,Salty
55,Early Bird,Light,Cold,Asian,Sweet
52,Irregular,Heavy,Cold,Asian,Sour
68,,Moderate,Tropical,Mixed,Sweet
,Early Bird,Light,Tropical,Mediterranean,Sweet
42,Irregular,Light,Dry,Mediterranean,Sour
54,Irregular,Moderate,Dry,Mediterranean,Salty
45,Night Owl,Heavy,Dry,Asian,Sweet
,Night Owl,Heavy,Cold,Mediterranean,Sweet
56,Early Bird,Light,Tropical,Mixed,Sweet
34,Irregular,Moderate,Dry,Mixed,Salty
56,Irregular,Heavy,Cold,Asian,Sour
39,Night Owl,Moderate,,Mixed,Sour
43,Night Owl,Moderate,Temperate,Mediterranean,Sour
61,Early Bird,Light,Cold,Mediterranean,Sour
42,Irregular,Moderate,Dry,Mixed,Salty
34,Irregular,Moderate,Dry,Asian,Sour
,Early Bird,Moderate,Temperate,Mediterranean,Sour
37,Early Bird,Heavy,Temperate,Mediterranean,Salty
,Night Owl,Light,Dry,Asian,Sweet
21,Night Owl,Light,Dry,Mediterranean,Sweet
27,Early Bird,Moderate,Tropical,Mixed,Sweet
20,Early Bird,Moderate,Dry,Mixed,Sour
,Irregular,Heavy,Dry,Asian,Sour
62,Early Bird,Light,Tropical,Asian,Sweet
35,Early Bird,Heavy,Tropical,Mixed,Sour
64,Irregular,Light,Dry,Asian,Sweet
53,Early Bird,Heavy,Tropical,Mixed,Sour
64,Night Owl,Moderate,Cold,Asian,Sweet
39,Night Owl,Heavy,Temperate,Mixed,Sour
51,Irregular,Moderate,Cold,Mediterranean,Salty
,Early Bird,Light,Temperate,Mediterranean,Sour
25,Night Owl,Light,Temperate,Mixed,Sweet
,Night Owl,Moderate,Dry,Mediterranean,Sour
66,Night Owl,Light,Temperate,Mixed,Sweet
61,Night Owl,Heavy,Cold,Asian,Sweet
36,Early Bird,Moderate,Dry,Mediterranean,Salty
59,Early Bird,Light,Tropical,Mediterranean,Sweet
58,Early Bird,Heavy,Cold,Mediterranean,Salty
54,Early Bird,Heavy,Dry,Mixed,Salty
23,Night Owl,Light,Temperate,,Sweet
,Irregular,Light,Cold,Asian,Sweet
,Irregular,Heavy,Temperate,Mediterranean,Salty
,Night Owl,,Dry,Asian,Sweet
62,Night Owl,,Dry,Mediterranean,Sweet
23,Irregular,Light,Tropical,Mediterranean,Sweet
54,Irregular,Moderate,Tropical,Asian,Sweet
50,Night Owl,Moderate,Cold,,Sour
39,Night Owl,,Tropical,Asian,Spicy
38,Early Bird,Moderate,Temperate,Asian,Sour
23,Early Bird,Heavy,Temperate,Asian,Sweet
23,Irregular,Heavy,Tropical,Mediterranean,Sweet
65,,Heavy,Tropical,Mediterranean,Sweet
21,Irregular,Light,Tropical,Asian,Spicy
47,Early Bird,Moderate,Cold,Mediterranean,Salty
28,Early Bird,Heavy,Cold,Mixed,Sour
47,Irregular,,Temperate,Asian,Sour
,,Heavy,Cold,Asian,Sour
41,Night Owl,Moderate,Cold,Mixed,Sour
26,Irregular,Heavy,Dry,Mixed,Sour
20,Night Owl,Heavy,Temperate,Asian,Sweet
68,Night Owl,Heavy,Temperate,Mixed,Sour
48,Early Bird,,Tropical,Asian,Sweet
57,Night Owl,Heavy,Dry,Mediterranean,Sour
54,Irregular,Heavy,Tropical,Mixed,Sour
53,Night Owl,Heavy,Cold,,Sweet
,Night Owl,Heavy,Temperate,Asian,Sweet
48,Night Owl,Heavy,Cold,Asian,Sweet
23,Night Owl,Moderate,Cold,Mixed,Sweet
19,Night Owl,Moderate,Dry,Mediterranean,Sweet
37,Early Bird,Light,Dry,Mediterranean,Sour
45,Irregular,Heavy,Temperate,Mixed,Salty
,Early Bird,Moderate,Temperate,Asian,Sweet
21,Irregular,Moderate,Dry,Asian,Sweet
,Irregular,Moderate,Dry,Asian,Sour
,Irregular,Moderate,Dry,Mixed,Sour
66,Irregular,Moderate,Dry,Mixed,Salty
47,Irregular,Moderate,Temperate,Asian,Sour
,Night Owl,Light,Temperate,Asian,Sweet
68,Early Bird,Moderate,Cold,Asian,Sour
19,Early Bird,Light,,Mixed,Sweet
32,Night Owl,Light,Cold,Mixed,Sweet
28,Irregular,Heavy,Temperate,Mediterranean,Sour
25,Early Bird,,Tropical,Asian,Sweet
43,Night Owl,Heavy,Cold,Asian,Sweet
68,Night Owl,,Tropical,Mediterranean,Sweet
,Early Bird,Heavy,Tropical,Asian,Sweet
61,Early Bird,Moderate,Tropical,Mediterranean,Sour
22,Irregular,Moderate,Dry,Mixed,Sour
23,Irregular,Heavy,Temperate,Mediterranean,Sour
43,Early Bird,Heavy,Temperate,Mediterranean,Salty
21,Irregular,Light,Cold,Mixed,Sweet
36,Night Owl,,Cold,Asian,Sweet
37,Irregular,Moderate,Temperate,Mediterranean,Salty
50,Irregular,Moderate,Dry,Mediterranean,Salty
37,Night Owl,Heavy,Temperate,Asian,Sweet
66,Irregular,Heavy,Tropical,Mediterranean,Sour
29,Night Owl,Light,Temperate,Mixed,Sweet
64,Irregular,Heavy,,Mediterranean,Salty
18,Early Bird,Moderate,Temperate,Asian,Sweet
43,Irregular,Heavy,Temperate,Asian,Sour
31,Early Bird,Light,Temperate,Mediterranean,Sour
55,Early Bird,Moderate,Tropical,Asian,Sweet
54,Early Bird,Light,Cold,,Sweet
28,Early Bird,Light,,Mediterranean,Sweet
53,Early Bird,Moderate,Tropical,Mediterranean,Sour
